1.500000000000000000e+00,7.052734375000000444e-01,3.317382812499999889e-01
1.500000000000000000e+00,5.832031250000000444e-01,4.289062499999999889e-01
1.500000000000000000e+00,4.406249999999999889e-01,5.668457031250000444e-01
1.500000000000000000e+00,3.317382812499999889e-01,7.116210937500000444e-01
1.500000000000000000e+00,2.999999999999999889e-01,7.840087890625000444e-01
1.500000000000000000e+00,3.546874999999999889e-01,7.840087890625000444e-01
1.500000000000000000e+00,8.136718750000000444e-01,7.184570312500000444e-01
1.500000000000000000e+00,1.123715209960937544e+00,7.093017578125000444e-01
1.500000000000000000e+00,1.121456909179687544e+00,8.496215820312500444e-01
1.500000000000000000e+00,8.544433593750000444e-01,8.563964843750000444e-01
1.500000000000000000e+00,6.847656250000000444e-01,8.722351074218750444e-01
1.500000000000000000e+00,5.807617187500000444e-01,9.107101440429687944e-01
1.500000000000000000e+00,5.807617187500000444e-01,9.310729980468750444e-01
1.500000000000000000e+00,6.349609375000000444e-01,1.003491210937500044e+00
1.500000000000000000e+00,9.246337890625000444e-01,1.281689453125000044e+00
1.500000000000000000e+00,1.135021972656250044e+00,1.453808593750000044e+00
1.500000000000000000e+00,1.273022460937500044e+00,1.521679687500000044e+00
1.500000000000000000e+00,1.266308593750000044e+00,1.299755859375000044e+00
1.500000000000000000e+00,1.232373046875000044e+00,8.790405273437500444e-01
1.500000000000000000e+00,1.198376464843750044e+00,8.314941406250000444e-01
1.500000000000000000e+00,1.200634765625000044e+00,6.912353515625000444e-01
1.500000000000000000e+00,1.334179687500000044e+00,6.935546875000000444e-01
1.500000000000000000e+00,1.315991210937500044e+00,8.518798828125000444e-01
1.500000000000000000e+00,1.322827148437500044e+00,1.231884765625000044e+00
1.500000000000000000e+00,1.381542968750000044e+00,1.236523437500000044e+00
1.500000000000000000e+00,1.456250000000000044e+00,1.159619140625000044e+00
1.500000000000000000e+00,1.619335937500000044e+00,9.423797607421875444e-01
1.500000000000000000e+00,1.634960937500000044e+00,8.360717773437500444e-01
1.500000000000000000e+00,1.596630859375000044e+00,8.224609375000000444e-01
1.500000000000000000e+00,1.402050781250000044e+00,7.975585937500000444e-01
1.500000000000000000e+00,1.404248046875000044e+00,6.912353515625000444e-01
1.500000000000000000e+00,1.628125000000000044e+00,6.935546875000000444e-01
1.500000000000000000e+00,2.080761718749999822e+00,7.274902343750000444e-01
