2.699995055317446102e+00,1.699998763828597381e+00,0.000000000000000000e+00
2.699678612063979521e+00,1.725154009217973128e+00,1.677193275189745991e-03
2.698729482576246674e+00,1.750293334191963535e+00,3.354386550379491981e-03
2.697148267545492306e+00,1.775400828410998999e+00,5.031579825569237538e-03
2.694935967701374668e+00,1.800460601680765382e+00,6.708773100758983962e-03
2.692093983178614369e+00,1.825456794008893491e+00,8.385966375948730386e-03
2.688624112630868535e+00,1.850373585642534069e+00,1.006315965113847508e-02
2.684528552092388054e+00,1.875195207080466275e+00,1.174035292632822150e-02
2.679809893588175562e+00,1.899905949053402043e+00,1.341754620151796792e-02
2.674471123493528779e+00,1.924490172466170046e+00,1.509473947670771261e-02
2.668515620644005715e+00,1.948932318295488963e+00,1.677193275189746077e-02
2.661947154197000565e+00,1.973216917437063289e+00,1.844912602708720720e-02
2.654769881246299423e+00,1.997328600495769768e+00,2.012631930227695015e-02
2.646988344191108844e+00,2.021252107512740981e+00,2.180351257746669658e-02
2.638607467861235456e+00,2.044972297623187885e+00,2.348070585265644300e-02
2.629632556400222754e+00,2.068474158638847094e+00,2.515789912784618942e-02
2.620069289908437238e+00,2.091742816548994632e+00,2.683509240303593585e-02
2.609923720848202677e+00,2.114763544934004535e+00,2.851228567822567880e-02
2.599202270213282873e+00,2.137521774285501941e+00,3.018947895341542523e-02
2.587911723465118996e+00,2.160003101227208511e+00,3.186667222860517512e-02
2.576059226238403888e+00,2.182193297630645290e+00,3.354386550379492155e-02
2.563652279818706248e+00,2.204078319619921622e+00,3.522105877898466103e-02
2.550698736395007327e+00,2.225644316459917782e+00,3.689825205417441439e-02
2.537206794090156592e+00,2.246877639322224951e+00,3.857544532936416082e-02
2.523184991772390973e+00,2.267764849923305182e+00,4.025263860455390030e-02
2.508642203651200830e+00,2.288292729029402395e+00,4.192983187974364673e-02
2.493587633660960812e+00,2.308448284822814500e+00,4.360702515493339315e-02
2.478030809635885401e+00,2.328218761124239755e+00,4.528421843012313958e-02
2.461981577279990674e+00,2.347591645465991306e+00,4.696141170531288600e-02
2.445450093935882308e+00,2.366554677010969332e+00,4.863860498050263242e-02
2.428446822156306695e+00,2.385095854312377917e+00,5.031579825569237885e-02
2.410982523082548568e+00,2.403203442909281229e+00,5.199299153088212527e-02
2.393068249633842903e+00,2.420865982753182433e+00,5.367018480607187170e-02
2.374715339512138534e+00,2.438072295460936623e+00,5.534737808126161118e-02
2.355935408026613942e+00,2.454811491389396139e+00,5.702457135645135761e-02
2.336740340742506472e+00,2.471072976527322052e+00,5.870176463164111097e-02
2.317142285958901482e+00,2.486846459200187098e+00,6.037895790683085046e-02
2.297153647020231837e+00,2.502121956583641449e+00,6.205615118202059688e-02
2.276787074466375849e+00,2.516889801021502393e+00,6.373334445721035024e-02
2.256055458026293259e+00,2.531140646144290685e+00,6.541053773240008973e-02
2.234971918460297857e+00,2.544865472784414884e+00,6.708773100758984309e-02
2.213549799256097295e+00,2.558055594684284895e+00,6.876492428277958258e-02
